1.703       nan       nan
1.704       nan       nan
1.705       nan       nan
1.706       nan       nan
1.707       nan       nan
1.708       nan       nan
1.709       nan       nan
1.710       nan       nan
1.711       nan       nan
1.712       nan       nan
1.713       nan       nan
1.714       nan       nan
1.715       nan       nan
1.716       nan       nan
1.717       nan       nan
1.718       nan       nan
1.719       nan       nan
1.720       nan       nan
1.721       nan       nan
1.722       nan       nan
1.723       nan       nan
1.724       nan       nan
1.725       nan       nan
1.726       nan       nan
1.727       nan       nan
1.728       nan       nan
1.729       nan       nan
1.730       nan       nan
1.731       nan       nan
1.732       nan       nan
1.733       nan       nan
1.734   62.7050       nan
1.735   56.2839  467.7589
1.736   53.3499  241.5165
1.737   51.4536  164.2345
1.738   50.0652  123.7162
1.739   48.9793   98.5266
1.740   48.0946   81.2776
1.741   47.3537   68.6936
1.742   46.7208   59.0894
1.743   46.1719   51.5065
1.744   45.6906   45.3585
1.745   45.2648   40.2660
1.746   44.8853   35.9727
1.747   44.5453   32.2988
1.748   44.2393   29.1148
1.749   43.9630   26.3245
1.750   43.7128   23.8556
1.751   43.4859   21.6520
1.752   43.2798   19.6701
1.753   43.0925   17.8749
1.754   42.9223   16.2386
1.755   42.7677   14.7383
1.756   42.6275   13.3554
1.757   42.5006   12.0741
1.758   42.3861   10.8816
1.759   42.2830    9.7667
1.760   42.1907    8.7200
1.761   42.1086    7.7336
1.762   42.0360    6.8005
1.763   41.9726    5.9146
1.764   41.9178    5.0707
1.765   41.8712    4.2642
1.766   41.8325    3.4909
1.767   41.8014    2.7472
1.768   41.7775    2.0299
1.769   41.7608    1.3360
1.770   41.7508    0.6629
1.771   41.7475    0.0082
1.772   41.7506   -0.6303
1.773   41.7601   -1.2547
1.774   41.7757   -1.8668
1.775   41.7974   -2.4683
1.776   41.8251   -3.0610
1.777   41.8587   -3.6463
1.778   41.8980   -4.2256
1.779   41.9432   -4.8005
1.780   41.9940   -5.3722
1.781   42.0506   -5.9422
1.782   42.1129   -6.5115
1.783   42.1808   -7.0817
1.784   42.2545   -7.6538
1.785   42.3339   -8.2292
1.786   42.4191   -8.8091
1.787   42.5101   -9.3949
1.788   42.6070   -9.9879
1.789   42.7099  -10.5895
1.790   42.8188  -11.2011
1.791   42.9339  -11.8242
1.792   43.0553  -12.4605
1.793   43.1831  -13.1116
1.794   43.3175  -13.7794
1.795   43.4587  -14.4658
1.796   43.6068  -15.1728
1.797   43.7621  -15.9029
1.798   43.9249  -16.6584
1.799   44.0953  -17.0429
